FID,X,Y,SOC,Precipitation,Temperature,Elevation,Slope,Soiltype,Green,Red,SWIR1,BSI,EVI,GNDVI,GSAVI,NDVI,NMDI,SAVI
139,185174,2607162,2.02,0.065684933,0.502592724,0.660097757,0.055133977,3,0.317096822,0.706235023,0.238691213,0.22521899,0.112569358,0.119953147,0.93152973,0.477104135,0.593291687,0.045376392
140,171683,2606853,2.46,0.437412044,0.064583649,0.391300231,0.72410237,3,0.42311014,0.024649224,0.252971235,0.26603805,0.478957281,0.758279826,0.309609068,0.913361934,0.288997202,0.149946722
141,189583,2606528,2.82,0.433293266,0.351299453,0.137325853,0.045953963,5,0.884267283,0.174272573,0.922169422,0.020977914,0.090303424,0.386526217,0.8818064,0.459719004,0.828397867,0.148317674
142,170739,2605905,2.7,0.232650706,0.957097503,0.07903553,0.581248804,1,0.417211708,0.515231455,0.255972488,0.696539657,0.551400772,0.215744271,0.178865315,0.619886736,0.582654622,0.568218844
143,185122,2605667,3.21,0.74199615,0.461509845,0.319454222,0.659379967,4,0.121700708,0.896703396,0.789037711,0.750416276,0.910666936,0.627489239,0.507434902,0.230634586,0.296672639,0.99168641
144,183573,2604412,4.31,0.002724814,0.135288563,0.835093374,0.786278598,2,0.137822803,0.817907896,0.601875594,0.163200322,0.036916819,0.9774427,0.901492524,0.701206501,0.295059133,0.366653748
145,289970,2604632,3.15,0.282641929,0.817300059,0.949614404,0.798549678,2,0.811335614,0.100966304,0.499771683,0.623333076,0.754897268,0.584234388,0.744334486,0.866947436,0.35622953,0.661454724
146,186708,2604059,4.3,0.273644459,0.10864706,0.445448904,0.439614172,2,0.495654914,0.169992145,0.21594191,0.516450863,0.457759173,0.421738718,0.685577234,0.009436896,0.670695426,0.711561788
147,179787,2602666,4.42,0.711088221,0.469461612,0.029452928,0.761916579,5,0.372392367,0.614035024,0.2131538,0.286450264,0.002280458,0.771898351,0.3841206,0.877642501,0.769569935,0.243410955
148,187806,2602845,1.84,0.402865312,0.985854681,0.874292818,0.235624915,4,0.525447734,0.02323975,0.699670285,0.589307817,0.656140494,0.444615322,0.904749076,0.884905893,0.10373029,0.689648066
149,204957,2603062,3.25,0.726447893,0.996196124,0.394369367,0.388241309,2,0.997157993,0.416413597,0.67155999,0.959469395,0.569495487,0.101675384,0.590670275,0.52854853,0.928885716,0.134112411
150,190432,2602805,4.27,0.501935761,0.363576509,0.3808085,0.66641717,2,0.974269015,0.929539145,0.679728061,0.788398734,0.81016538,0.003746962,0.618040494,0.93989932,0.753129965,0.627370991
151,178860,2602266,4.22,0.207082478,0.279416218,0.213037027,0.779284418,1,0.768853753,0.427807433,0.31584428,0.668557946,0.511646144,0.793167172,0.60040509,0.743515144,0.804876084,0.679326463
152,165514,2601951,0.82,0.050023336,0.628103968,0.294687713,0.142122398,3,0.111275832,0.481821605,0.255578422,0.278641006,0.287916213,0.06689103,0.858775396,0.733014139,0.197535183,0.498898231
153,188616,2601449,4,0.807836929,0.838016887,0.541346537,0.559416763,3,0.324451752,0.736192022,0.189728858,0.484851841,0.481403355,0.870536495,0.25196664,0.940892875,0.142873886,0.598097013
154,208032,2601665,4.88,0.563651676,0.760504294,0.084127782,0.577692106,2,0.690447917,0.450535831,0.622745793,0.303478101,0.835186226,0.563642095,0.155037925,0.069069595,0.734212832,0.122960598
155,202042,2601133,3.37,0.591127526,0.947713023,0.098051668,0.411458038,1,0.294122689,0.017703366,0.672242039,0.301294182,0.284253007,0.68803274,0.929986066,0.254494606,0.938965064,0.94781372
156,203361,2598037,2.01,0.259503909,0.396922949,0.905010461,0.354259494,2,0.020560193,0.701934232,0.047232493,0.12191334,0.332245533,0.257586385,0.621433738,0.02617202,0.346729366,0.708406464
157,205312,2599191,1.96,0.359086328,0.466625366,0.119633623,0.641587806,2,0.53145113,0.719110596,0.301736933,0.955448315,0.848179223,0.272044083,0.506772218,0.906311012,0.099999523,0.089475966
158,184191,2595519,6.3,0.794058119,0.67726615,0.302002418,0.748992288,4,0.933403442,0.335830118,0.024220564,0.340590095,0.557525655,0.89601221,0.486809877,0.50522621,0.326548829,0.713762807
159,170823,2594338,3.01,0.330257186,0.112542918,0.611540444,0.886927345,2,0.328863691,0.925254628,0.687124935,0.262376913,0.714017391,0.65508594,0.123311614,0.781123581,0.837745696,0.515301285
160,178221,2594034,3.03,0.303079928,0.17411029,0.394820181,0.297119101,4,0.567933855,0.440645137,0.785751392,0.838849827,0.806379864,0.478699505,0.110620541,0.058836,0.823751134,0.794844115
161,211517,2592971,2.68,0.042841918,0.091197002,0.327423528,0.206570871,4,0.859199051,0.047660721,0.397705414,0.131433644,0.102184171,0.464311935,0.622671098,0.309646476,0.234354781,0.215152165
162,167523,2592195,3.06,0.076606284,0.643165358,0.785178738,0.833618573,4,0.600831381,0.974579415,0.733929834,0.086864303,0.213337037,0.144149768,0.253467172,0.335321216,0.154895232,0.075111235
163,170710,2592281,4.08,0.07868184,0.661015491,0.045924371,0.736453079,1,0.316668535,0.154290393,0.898266793,0.833061374,0.627587586,0.519798524,0.264110983,0.552627526,0.495486622,0.178790102
164,200106,2591787,2.3,0.972805384,0.677963706,0.293583265,0.375010106,4,0.571465171,0.558872616,0.98015063,0.887824614,0.188983197,0.73402697,0.739415433,0.356746242,0.320533839,0.435894346
165,196319,2590832,2.49,0.369381184,0.480168627,0.146711427,0.129964268,5,0.283518438,0.292080319,0.011852136,0.730386094,0.479590518,0.540664567,0.850437604,0.766440481,0.850661182,0.597528959
166,174339,2590389,4.82,0.947920293,0.450753556,0.077997571,0.935331648,3,0.465899107,0.052518127,0.446045565,0.906055109,0.695695733,0.024747145,0.36481345,0.468823655,0.464975215,0.016764238
167,181928,2590373,5.63,0.863917324,0.291898124,0.070604986,0.763880294,2,0.422673441,0.424014903,0.902910451,0.494991009,0.15505114,0.87966524,0.080195223,0.536364573,0.226767958,0.303512853
168,283388,2589354,5.55,0.370393812,0.866298473,0.334882637,0.967018,3,0.518783743,0.827545466,0.722661306,0.58960513,0.155680689,0.282588005,0.025065087,0.447940882,0.430472775,0.107072154
169,182174,2588919,4.36,0.484157583,0.618033856,0.92926402,0.198558971,2,0.99784102,0.880548019,0.597389744,0.75448706,0.937908632,0.333304246,0.533291513,0.147038887,0.22261322,0.659532999
170,181486,2585327,4.57,0.740842837,0.991429687,0.264174271,0.458417137,5,0.860752789,0.692487488,0.009547528,0.283765448,0.876590771,0.807145839,0.391386649,0.635970076,0.703893333,0.965878895
171,185791,2584761,6.17,0.531493041,0.50303062,0.930095357,0.018558339,3,0.969726954,0.459940713,0.313234497,0.663013995,0.499212987,0.192786869,0.046524914,0.413438463,0.972025945,0.547304096
172,200177,2581713,3.48,0.916540409,0.673619388,0.655998561,0.404129386,5,0.415446768,0.865285708,0.59289423,0.325549093,0.609912688,0.311209412,0.289728755,0.168207901,0.608443067,0.462193043
173,216286,2577251,4.32,0.350881729,0.274597952,0.17669083,0.650587112,3,0.465873334,0.422693148,0.759911358,0.250073305,0.180295116,0.045358849,0.054996794,0.707213249,0.237567421,0.081541197
174,220627,2575924,3.6,0.311409276,0.095674757,0.998516811,0.863078622,5,0.952659728,0.317161038,0.177707127,0.145704456,0.545450719,0.206796837,0.066370367,0.277012859,0.812056315,0.669327185
175,178626,2567312,2.36,0.353663188,0.354725723,0.344911543,0.902828328,5,0.110242111,0.63485098,0.755070072,0.378368483,0.537273098,0.682636635,0.697343984,0.017967625,0.3648453,0.666160018
176,212710,2567214,4.06,0.286770556,0.913307115,0.29548517,0.507997096,2,0.760356395,0.475555445,0.098835621,0.049985455,0.560453174,0.111360494,0.013372336,0.863384633,0.088153247,0.960852598
177,202554,2563187,3.68,0.474336765,0.309523707,0.103860172,0.488504293,1,0.579370959,0.069251749,0.444394815,0.697564527,0.510746108,0.293109858,0.36019367,0.224628355,0.153712829,0.521571793
178,269349,2561524,4.9,0.648155756,0.188537007,0.346077727,0.200082674,4,0.008888043,0.757481107,0.436794209,0.997245682,0.785061143,0.875513468,0.231359192,0.001219747,0.370881447,0.690339249
179,172382,2557384,3.44,0.697652549,0.502095061,0.202247006,0.830101972,2,0.658023328,0.114011972,0.797726901,0.283471381,0.140878331,0.554030381,0.241306022,0.77964404,0.834856675,0.294494891
180,179701,2557427,1.85,0.138932765,0.668638486,0.976642775,0.909694904,4,0.879536598,0.547771957,0.000577413,0.578169079,0.360796421,0.621245302,0.117442044,0.069836055,0.226664828,0.290191149
181,174221,2554103,4.24,0.769145404,0.859252297,0.711668827,0.597053756,2,0.537221142,0.746330741,0.498243465,0.332237221,0.516797353,0.984562688,0.012047977,0.203609114,0.782481186,0.260032643
182,285298,2553984,1.17,0.029714668,0.320995836,0.55698075,0.266010235,3,0.635007075,0.849159787,0.137930977,0.334766899,0.051660493,0.908699731,0.812297193,0.599328121,0.082362866,0.978692899
183,284140,2552874,2.2,0.575993285,0.86192002,0.062453642,0.438404001,2,0.564116041,0.058563956,0.971472092,0.611475989,0.85433529,0.562609597,0.537197638,0.195460631,0.839631525,0.242515148
184,195337,2552320,3.06,0.295325821,0.085959796,0.882567845,0.05750955,1,0.382928885,0.480679288,0.374617293,0.49755353,0.215006973,0.279325193,0.92187285,0.607160734,0.714986858,0.026371367
185,193756,2551031,2.6,0.766369251,0.40434663,0.350373374,0.389194518,4,0.854701163,0.860932038,0.129056133,0.438061914,0.531285313,0.264928434,0.909322772,0.821296625,0.088269447,0.81334135
186,199522,2551147,3.08,0.175264581,0.784214434,0.074579906,0.056977546,2,0.152372486,0.71831239,0.850207482,0.959334532,0.903715194,0.424587897,0.133073551,0.660353526,0.042378211,0.419123708
187,180059,2550645,1.8,0.420593001,0.505917172,0.97225607,0.280224984,2,0.616396552,0.061352704,0.087754836,0.65701506,0.079395515,0.381311962,0.69458017,0.827417002,0.251467132,0.98176732
188,199841,2550297,2.14,0.21879842,0.279448611,0.411724253,0.19435935,2,0.866129147,0.081468983,0.933789518,0.701628613,0.024395126,0.175142462,0.398158839,0.128697109,0.17922707,0.378783154
189,176909,2547333,2.09,0.989574485,0.306582219,0.891254282,0.21624903,5,0.788622866,0.457384059,0.101834578,0.44627999,0.017661493,0.785160622,0.374945502,0.254473098,0.647370031,0.249089556
190,263817,2545493,2.84,0.962532754,0.128243956,0.022086224,0.159666496,2,0.691628357,0.125747043,0.27406201,0.470391796,0.347632396,0.528779707,0.46353678,0.654313468,0.471039332,0.050751463
191,203978,2540089,2.22,0.118820801,0.236102505,0.635594941,0.672147295,4,0.560803751,0.542595305,0.201825374,0.276251966,0.57911531,0.928224244,0.451580923,0.410399145,0.573058862,0.860502769
192,176719,2540231,2.41,0.212998194,0.572892308,0.667180099,0.377469318,5,0.119159705,0.031457269,0.900688655,0.227378016,0.126297313,0.093099293,0.845960031,0.610345216,0.285184996,0.557622807
193,199972,2537819,3.39,0.998587802,0.788326765,0.061568697,0.181075046,3,0.786644411,0.323071888,0.169961199,0.921240668,0.311730117,0.323595847,0.156824436,0.861590026,0.978367644,0.142632768
194,208679,2533144,2.49,0.803208022,0.859846984,0.834298051,0.164767333,5,0.480786712,0.130579238,0.782598006,0.081355117,0.133404456,0.585359012,0.604873302,0.298334826,0.102124557,0.791597219
195,215223,2533476,4.67,0.319889569,0.597274841,0.390927442,0.422939788,2,0.929385182,0.028307258,0.267479261,0.371938887,0.327703046,0.922075941,0.923224515,0.603963692,0.662938187,0.474856739
196,211883,2532959,2.8,0.374619662,0.031014142,0.477316407,0.758804517,2,0.655305777,0.14475007,0.624556379,0.779624231,0.469466396,0.435573648,0.146419765,0.463757839,0.53151722,0.428148143
197,260678,2533706,3.26,0.58596632,0.368434948,0.889903735,0.392780056,1,0.815226911,0.639188267,0.935163121,0.753398482,0.754894619,0.034559053,0.410238116,0.522966389,0.989875033,0.307228981
198,257537,2531364,2.27,0.519040068,0.814897856,0.27851617,0.55429899,2,0.703461722,0.710070741,0.780666609,0.402937025,0.390728741,0.840513342,0.90200402,0.712262873,0.954855724,0.63916733
199,179802,2530724,4.86,0.141976692,0.669094568,0.088710377,0.401721965,5,0.982856948,0.954250699,0.913469663,0.793878125,0.858856722,0.04711393,0.39232309,0.165944091,0.479624973,0.303915752
200,198414,2527943,2.88,0.630647195,0.92615245,0.171316544,0.731365795,1,0.007383271,0.803951615,0.600158679,0.939663873,0.052557856,0.365869173,0.849754888,0.012416083,0.448007643,0.394647508
201,195001,2523887,1.22,0.382125013,0.276493389,0.473684758,0.970944646,3,0.069197387,0.82334301,0.647496956,0.076941072,0.033696271,0.537839588,0.67583337,0.544511044,0.356663934,0.55315979
202,195695,2522987,2.4,0.817841087,0.43110699,0.031274134,0.215335576,3,0.08767829,0.303977732,0.771829788,0.351947428,0.966861919,0.644236183,0.001548492,0.213882105,0.171846438,0.357617782
203,199917,2520430,3.33,0.989777001,0.759718377,0.047122209,0.822519281,1,0.601271271,0.646074356,0.136398529,0.897756077,0.32865211,0.664053294,0.357038868,0.233301365,0.681843126,0.664874022
204,198918,2520002,3.32,0.679031331,0.244180995,0.575729336,0.302099436,2,0.912358052,0.984518733,0.620812421,0.999355907,0.288420844,0.439833474,0.33849265,0.446625597,0.886845103,0.678111081
205,259427,2520441,2.85,0.768186574,0.73069156,0.968841433,0.039291242,2,0.551258465,0.778257746,0.895891906,0.766453925,0.101589837,0.701837454,0.331442413,0.359519896,0.476197803,0.479078005
206,190954,2520541,2.83,0.696162366,0.000358596,0.635302341,0.973254012,5,0.853629553,0.140307467,0.064926652,0.996042124,0.253518354,0.396544553,0.995455295,0.800410178,0.917605538,0.100581448
207,201497,2520405,2.43,0.62683165,0.38719207,0.825509601,0.894432301,5,0.366799344,0.700842983,0.754399483,0.628661443,0.967467018,0.901178961,0.091310647,0.504644384,0.245146888,0.661748151
208,194794,2519444,1.32,0.054162434,0.921929945,0.55813362,0.176337655,1,0.888661077,0.57958876,0.378466039,0.533212189,0.11777627,0.337004595,0.791380728,0.830155308,0.267081514,0.234821424
209,254320,2518828,4.77,0.527365054,0.264089235,0.133522022,0.563198378,2,0.705794141,0.554546979,0.912904014,0.241135537,0.693231846,0.913524654,0.814525647,0.764546253,0.955139135,0.340748509
210,258354,2516592,1.71,0.909661334,0.311425306,0.741282562,0.66192026,1,0.646621295,0.612607394,0.586049674,0.613299544,0.690931787,0.591106843,0.07410835,0.614560373,0.919446048,0.379589242
211,191288,2516188,1.41,0.903469692,0.90434326,0.87198538,0.052055299,2,0.872200399,0.464835076,0.497240339,0.197697273,0.528621761,0.38005653,0.785516385,0.549106639,0.512384402,0.087940482
212,203647,2514245,1.45,0.6631096,0.719041525,0.929783321,0.40055447,2,0.339501552,0.764107022,0.939950572,0.553278373,0.569210632,0.727039964,0.699119633,0.534022717,0.550783623,0.831672358
213,193783,2513023,1.56,0.759059314,0.029938382,0.901114915,0.72869179,1,0.251382207,0.57737798,0.624783346,0.170439858,0.801413126,0.864952512,0.571150991,0.45104905,0.353208155,0.002204747
214,253479,2511823,0.82,0.837760369,0.573028026,0.896153139,0.862030233,2,0.833437891,0.424582723,0.43464034,0.867419908,0.154862771,0.205542304,0.309513684,0.776025649,0.02851651,0.412993544
215,211035,2508737,5.43,0.626967511,0.943113406,0.603926094,0.188958567,1,0.902963374,0.666876665,0.989922487,0.813491576,0.963322701,0.735300582,0.487913658,0.878103213,0.374828598,0.232392691
216,248719,2508680,3.49,0.961833977,0.379592783,0.531873863,0.347570389,4,0.031686351,0.908345786,0.785569291,0.936837838,0.130529563,0.013637237,0.668762599,0.674492481,0.985090907,0.950740315
217,188138,2507097,1.9,0.090368048,0.618490615,0.396363228,0.040924968,3,0.010080264,0.319283645,0.315612791,0.108633952,0.850081615,0.771464476,0.616434875,0.682894976,0.508169814,0.496862139
218,202801,2506168,2.79,0.086433089,0.465440389,0.269867831,0.527906755,3,0.423665913,0.752339384,0.614200331,0.127154799,0.119166123,0.943922597,0.929129547,0.112941325,0.807175694,0.114059504
219,245816,2505203,3.75,0.215406193,0.22750074,0.46276895,0.501605061,2,0.552502629,0.270196028,0.047963613,0.814628982,0.203288047,0.087482664,0.232048205,0.064920079,0.160894043,0.648498458
220,189200,2504848,3.05,0.553094606,0.914727694,0.357059432,0.124907324,2,0.909608863,0.086887975,0.660954638,0.508102545,0.238512722,0.806005936,0.858856711,0.595264961,0.734163415,0.734851986
221,207535,2503345,3.56,0.831152028,0.284349522,0.077858497,0.036616614,3,0.616749343,0.242983485,0.105322001,0.783713089,0.963369671,0.919948803,0.999431513,0.899720726,0.590293572,0.323726847
222,194802,2503101,3.35,0.690106507,0.990889225,0.277647181,0.478747801,1,0.565346217,0.185614138,0.608793956,0.63950346,0.967970347,0.340881303,0.97926654,0.610092399,0.986664703,0.720873571
223,207353,2500861,1.8,0.555660062,0.175345216,0.192949234,0.689926708,2,0.351020693,0.013625773,0.783740696,0.029466321,0.46866956,0.547098322,0.516318846,0.798804366,0.311854059,0.206221222
224,196568,2500266,3.4,0.45758987,0.62750727,0.339368537,0.147168907,4,0.309899323,0.615993012,0.028451146,0.382590388,0.023259545,0.616473552,0.411654289,0.503361783,0.466522682,0.732366497
225,194048,2498974,2.03,0.179608903,0.449195333,0.204700951,0.547862564,4,0.438912591,0.588284005,0.219714416,0.715710881,0.933054682,0.062073142,0.45598649,0.026520804,0.271575139,0.003518193
226,197538,2496636,2.75,0.374833461,0.625643374,0.440219918,0.943655317,5,0.86898401,0.463438435,0.720512478,0.728031466,0.278399998,0.547137969,0.365563186,0.4031088,0.737378994,0.078102711
227,195408,2493977,5.04,0.734888887,0.207896628,0.618984592,0.996127022,5,0.216630725,0.588226372,0.738634314,0.910413238,0.902824259,0.190948657,0.845976095,0.859103639,0.068532695,0.000933669
228,200819,2494092,4.69,0.709081511,0.028995786,0.247381552,0.42939737,4,0.077091071,0.780166963,0.594133856,0.515502283,0.751998339,0.136421513,0.926621184,0.500707713,0.731314391,0.330870476
229,202265,2491438,2.58,0.362932015,0.072216905,0.303304468,0.750150768,2,0.445283129,0.429975558,0.770488121,0.671193213,0.067596483,0.691698994,0.136357563,0.435697686,0.834415452,0.026966271
230,241049,2491363,1.83,0.883181418,0.903063697,0.676548431,0.340059241,4,0.647597496,0.568490324,0.581305266,0.008616021,0.371249614,0.0496753,0.690994823,0.576572503,0.24812665,0.803922301
231,208221,2487223,4.28,0.470887295,0.920425346,0.118243913,0.92411065,2,0.590338104,0.057210096,0.987135798,0.767501929,0.05777348,0.406503765,0.992598728,0.989915881,0.358580736,0.772412007
232,198637,2485811,4.46,0.858550554,0.096688533,0.159520885,0.188020677,1,0.997027405,0.880994429,0.082922791,0.864243185,0.702889492,0.349181055,0.712651905,0.951892751,0.345506548,0.988164772
